"Region","CellType","GWAS","Beta","P","P.adj.fdr"
"nac","MSN.D2.2","addxn.CigDay",0.020215,0.16696,0.244566021505376
"nac","Micro.3","addxn.CigDay",0.012804,0.24356,0.318501538461538
"nac","OPC.3","addxn.CigDay",0.033462,0.048321,0.102362242990654
"nac","Oligo.3","addxn.CigDay",0.04269,0.025228,0.064736
"amy","Astro.4","addxn.CigDay",0.0082091,0.30585,0.382434495412844
"amy","Excit.1.2","addxn.CigDay",0.015367,0.12618,0.202842553191489
"amy","Excit.2.2","addxn.CigDay",0.024555,0.14009,0.21601179138322
"amy","Excit.3.2","addxn.CigDay",0.027139,0.087132,0.156331820580475
"amy","Inhib.1.4","addxn.CigDay",0.015497,0.15147,0.229341333333333
"amy","Inhib.2.4","addxn.CigDay",-0.0013103,0.53024,0.599938768718802
"amy","Inhib.3.3","addxn.CigDay",0.016608,0.24956,0.324475717017208
"amy","Inhib.4.3","addxn.CigDay",0.032347,0.14099,0.216907692307692
"amy","Inhib.5.2","addxn.CigDay",0.03198,0.043677,0.0948893290734824
"amy","Micro.4","addxn.CigDay",0.0046966,0.39432,0.47207323943662
"amy","OPC.4","addxn.CigDay",0.03896,0.01917,0.0527757085020243
"amy","Oligo.4","addxn.CigDay",0.042442,0.017667,0.0502659414225941
"dlpfc","Astro","addxn.DrnkWk",-0.014165,0.76332,0.80225285935085
"dlpfc","Excit.L2.3","addxn.DrnkWk",0.036616,0.034474,0.0804076712328767
"dlpfc","Excit.L3.4","addxn.DrnkWk",0.070943,0.0018373,0.00961810687022901
"dlpfc","Excit.L4.5","addxn.DrnkWk",0.018651,0.12444,0.200995724465558
"dlpfc","Excit.L5","addxn.DrnkWk",0.04852,0.022653,0.06017203125
"dlpfc","Excit.L5.6","addxn.DrnkWk",-0.01451,0.76475,0.802515432098766
"dlpfc","Excit.L6.broad","addxn.DrnkWk",0.029938,0.059687,0.118676851311953
"dlpfc","Excit.ambig","addxn.DrnkWk",0.030299,0.049048,0.103069169230769
"dlpfc","Inhib.1","addxn.DrnkWk",-0.028382,0.71097,0.75658779342723
"dlpfc","Inhib.2","addxn.DrnkWk",0.069485,0.063856,0.12370962962963
"dlpfc","Inhib.3","addxn.DrnkWk",0.057464,0.048138,0.10229325
"dlpfc","Inhib.4","addxn.DrnkWk",0.014822,0.21059,0.287412424849699
"dlpfc","Inhib.5","addxn.DrnkWk",0.024769,0.12131,0.197819664268585
"dlpfc","Inhib.6","addxn.DrnkWk",-0.0021633,0.54553,0.613157685950413
"dlpfc","Micro","addxn.DrnkWk",-0.04672,0.98879,0.997592284866469
"dlpfc","OPC","addxn.DrnkWk",-0.041997,0.96997,0.982980029806259
"dlpfc","Oligo","addxn.DrnkWk",0.070233,0.0011321,0.00699843636363636
"sacc","Astro.1","addxn.DrnkWk",0.0033486,0.43366,0.508428965517241
"sacc","Excit.1","addxn.DrnkWk",0.019547,0.076627,0.14308719346049
"sacc","Excit.2","addxn.DrnkWk",0.038853,0.0027305,0.0133578417266187
"sacc","Excit.3","addxn.DrnkWk",0.0050156,0.38588,0.464421946902655
"sacc","Excit.4","addxn.DrnkWk",0.014993,0.22138,0.297506719367589
"sacc","Inhib.1.1","addxn.DrnkWk",0.026835,0.032909,0.079074628975265
"sacc","Inhib.2.1","addxn.DrnkWk",0.0075649,0.31094,0.387251282051282
"sacc","Micro.1","addxn.DrnkWk",-0.053239,0.99679,0.998638586156112
"sacc","OPC.1","addxn.DrnkWk",-0.025654,0.88127,0.914906259541985
"sacc","Oligo.1","addxn.DrnkWk",0.063309,0.0027068,0.0133378550724638
"hpc","Astro.2","addxn.DrnkWk",0.0039933,0.40374,0.479132984293194
"hpc","Excit.1.1","addxn.DrnkWk",0.032259,0.049456,0.103159754601227
"hpc","Excit.2.1","addxn.DrnkWk",0.035401,0.027309,0.0690339033457249
"hpc","Excit.3.1","addxn.DrnkWk",0.037222,0.0062229,0.025338754491018
"hpc","Excit.4.1","addxn.DrnkWk",0.023228,0.1494,0.227275167785235
"hpc","Excit.5","addxn.DrnkWk",0.031794,0.126,0.202842553191489
"hpc","Inhib.1.2","addxn.DrnkWk",0.020344,0.22572,0.301551277013752
"hpc","Inhib.2.2","addxn.DrnkWk",0.051645,0.007039,0.0275087356321839
"hpc","Inhib.3.1","addxn.DrnkWk",0.016145,0.18326,0.261251153039832
"hpc","Inhib.4.1","addxn.DrnkWk",0.055252,0.010315,0.035605076142132
"hpc","Inhib.5.1","addxn.DrnkWk",0.031457,0.092558,0.162634211886305
"hpc","Micro.2","addxn.DrnkWk",-0.026705,0.94306,0.962884084084084
"hpc","OPC.2","addxn.DrnkWk",-0.012864,0.74822,0.792507165109034
"hpc","Oligo.2","addxn.DrnkWk",0.037888,0.028173,0.0697778909090909
"hpc","Tcell","addxn.DrnkWk",-0.063147,0.97917,0.990826785714286
"nac","Astro.3","addxn.DrnkWk",0.0044867,0.39676,0.473582486865149
"nac","Inhib.1.3","addxn.DrnkWk",0.029883,0.20693,0.284267474747475
"nac","Inhib.2.3","addxn.DrnkWk",-0.0090888,0.60832,0.670433711507293
"nac","Inhib.3.2","addxn.DrnkWk",-0.016418,0.81822,0.855984
"nac","Inhib.4.2","addxn.DrnkWk",0.024071,0.097581,0.166721306532663
"nac","MSN.D1.1","addxn.DrnkWk",0.018213,0.29499,0.372127171903882
"nac","MSN.D1.2","addxn.DrnkWk",0.032987,0.093787,0.163288469387755
"nac","MSN.D1.3","addxn.DrnkWk",0.10398,2.1736e-05,0.000289813333333333
"nac","MSN.D1.4","addxn.DrnkWk",0.026565,0.054227,0.110733813813814
"nac","MSN.D2.1","addxn.DrnkWk",0.049473,0.037079,0.0836264900662252
"nac","MSN.D2.2","addxn.DrnkWk",0.024142,0.1361,0.212075972540046
"nac","Micro.3","addxn.DrnkWk",-0.048549,0.99387,0.998638586156112
"nac","OPC.3","addxn.DrnkWk",-0.034457,0.94742,0.965885457271364
"nac","Oligo.3","addxn.DrnkWk",0.041844,0.034313,0.0804076712328767
"amy","Astro.4","addxn.DrnkWk",0.0095241,0.289,0.366641791044776
"amy","Excit.1.2","addxn.DrnkWk",0.021193,0.066605,0.127078095238095
"amy","Excit.2.2","addxn.DrnkWk",0.077804,0.00058981,0.00417930833333333
"amy","Excit.3.2","addxn.DrnkWk",0.04066,0.02585,0.0660827067669173
"amy","Inhib.1.4","addxn.DrnkWk",0.003185,0.42114,0.495458823529412
"amy","Inhib.2.4","addxn.DrnkWk",0.011406,0.26579,0.339731578947368
"amy","Inhib.3.3","addxn.DrnkWk",0.042073,0.053689,0.110250120481928
"amy","Inhib.4.3","addxn.DrnkWk",0.0031383,0.46055,0.53442662116041
"amy","Inhib.5.2","addxn.DrnkWk",0.047779,0.0078088,0.0294999111111111
"amy","Micro.4","addxn.DrnkWk",-0.04142,0.98809,0.997592284866469
"amy","OPC.4","addxn.DrnkWk",-0.036142,0.96556,0.979971343283582
"amy","Oligo.4","addxn.DrnkWk",0.052715,0.0061984,0.025338754491018
"dlpfc","Astro","addxn.SmkInit",-0.0053942,0.60194,0.666643648208469
"dlpfc","Excit.L2.3","addxn.SmkInit",0.037013,0.042438,0.0930898064516129
"dlpfc","Excit.L3.4","addxn.SmkInit",0.098079,8.6267e-05,0.000888811515151515
"dlpfc","Excit.L4.5","addxn.SmkInit",0.040238,0.0095656,0.0337026321243523
"dlpfc","Excit.L5","addxn.SmkInit",0.0573,0.012594,0.0403958490566038
"dlpfc","Excit.L5.6","addxn.SmkInit",0.023109,0.1392,0.215896127562642
"dlpfc","Excit.L6.broad","addxn.SmkInit",0.051779,0.0055999,0.023651751552795
"dlpfc","Excit.ambig","addxn.SmkInit",0.038445,0.024352,0.0630822813688213
"dlpfc","Inhib.1","addxn.SmkInit",0.17004,0.0011062,0.00696496296296296
"dlpfc","Inhib.2","addxn.SmkInit",0.043103,0.18412,0.261928033472803
"dlpfc","Inhib.3","addxn.SmkInit",0.14052,7.9567e-05,0.000872670322580645
"dlpfc","Inhib.4","addxn.SmkInit",0.032461,0.048709,0.102863726708075
"dlpfc","Inhib.5","addxn.SmkInit",0.071412,0.00090875,0.00599583461538462
"dlpfc","Inhib.6","addxn.SmkInit",0.058108,0.0018529,0.00961810687022901
"dlpfc","Micro","addxn.SmkInit",-0.054401,0.99371,0.998638586156112
"dlpfc","OPC","addxn.SmkInit",0.079824,0.00047088,0.00351866373626374
"dlpfc","Oligo","addxn.SmkInit",0.068815,0.0027906,0.0134890780141844
"sacc","Astro.1","addxn.SmkInit",-0.0081979,0.64967,0.704586283891547
"sacc","Excit.1","addxn.SmkInit",0.044319,0.001243,0.00741438596491228
"sacc","Excit.2","addxn.SmkInit",0.054405,0.00015733,0.00150682253521127
"sacc","Excit.3","addxn.SmkInit",0.018464,0.15724,0.234525438596491
"sacc","Excit.4","addxn.SmkInit",0.028878,0.082321,0.149275413333333
"sacc","Inhib.1.1","addxn.SmkInit",0.031158,0.022844,0.0604432684824903
"sacc","Inhib.2.1","addxn.SmkInit",0.053722,0.0005136,0.00375535483870968
"sacc","Micro.1","addxn.SmkInit",-0.067016,0.9994,0.9994
"sacc","OPC.1","addxn.SmkInit",0.093714,3.1421e-05,0.000403137358490566
"sacc","Oligo.1","addxn.SmkInit",0.053367,0.015049,0.0456844642857143
"hpc","Astro.2","addxn.SmkInit",-0.013338,0.77744,0.814575038520801
"hpc","Excit.1.1","addxn.SmkInit",0.024019,0.1232,0.19992
"hpc","Excit.2.1","addxn.SmkInit",0.044045,0.01248,0.0402199052132701
"hpc","Excit.3.1","addxn.SmkInit",0.024845,0.060606,0.119455304347826
"hpc","Excit.4.1","addxn.SmkInit",0.058031,0.007368,0.0283548474576271
"hpc","Excit.5","addxn.SmkInit",0.08131,0.0028687,0.0137374366197183
"hpc","Inhib.1.2","addxn.SmkInit",0.06716,0.0096373,0.0337802268041237
"hpc","Inhib.2.2","addxn.SmkInit",0.065372,0.0017449,0.009492256
"hpc","Inhib.3.1","addxn.SmkInit",0.039931,0.017949,0.0508555
"hpc","Inhib.4.1","addxn.SmkInit",0.076777,0.0012939,0.00758493103448276
"hpc","Inhib.5.1","addxn.SmkInit",0.10516,1.4909e-05,0.000220393913043478
"hpc","Micro.2","addxn.SmkInit",-0.032499,0.96461,0.979971343283582
"hpc","OPC.2","addxn.SmkInit",0.08485,1.9468e-05,0.000270168163265306
"hpc","Oligo.2","addxn.SmkInit",0.057102,0.0035144,0.0162556756756757
"hpc","Tcell","addxn.SmkInit",-0.059508,0.96537,0.979971343283582
"nac","Astro.3","addxn.SmkInit",0.00016762,0.49633,0.571073434856176
"nac","Inhib.1.3","addxn.SmkInit",0.063511,0.054862,0.111695089820359
"nac","Inhib.2.3","addxn.SmkInit",0.07537,0.017309,0.0498733898305085
"nac","Inhib.3.2","addxn.SmkInit",0.02548,0.09254,0.162634211886305
"nac","Inhib.4.2","addxn.SmkInit",0.060191,0.0011798,0.00716307142857143
"nac","MSN.D1.1","addxn.SmkInit",0.10523,0.0018187,0.00961810687022901
"nac","MSN.D1.2","addxn.SmkInit",0.079702,0.0015639,0.00878885950413223
"nac","MSN.D1.3","addxn.SmkInit",0.092017,0.00033549,0.00265271162790698
"nac","MSN.D1.4","addxn.SmkInit",0.04275,0.0075406,0.0286458547486034
"nac","MSN.D2.1","addxn.SmkInit",0.093272,0.00065968,0.0046138
"nac","MSN.D2.2","addxn.SmkInit",0.036263,0.061164,0.120206705202312
"nac","Micro.3","addxn.SmkInit",-0.056752,0.99717,0.998638586156112
"nac","OPC.3","addxn.SmkInit",0.068113,0.0015043,0.008596
"nac","Oligo.3","addxn.SmkInit",0.069715,0.0023086,0.0117152835820896
"amy","Astro.4","addxn.SmkInit",-0.0067486,0.64565,0.701345047923323
"amy","Excit.1.2","addxn.SmkInit",0.03183,0.018046,0.0509181742738589
"amy","Excit.2.2","addxn.SmkInit",0.090116,0.00022563,0.002045712
"amy","Excit.3.2","addxn.SmkInit",0.039201,0.041514,0.0913576699029126
"amy","Inhib.1.4","addxn.SmkInit",0.053051,0.00091701,0.00599583461538462
"amy","Inhib.2.4","addxn.SmkInit",0.06025,0.00097188,0.00623470188679245
"amy","Inhib.3.3","addxn.SmkInit",0.077266,0.0026917,0.0133378550724638
"amy","Inhib.4.3","addxn.SmkInit",0.091896,0.0033905,0.015900275862069
"amy","Inhib.5.2","addxn.SmkInit",0.055379,0.0042864,0.0188048516129032
"amy","Micro.4","addxn.SmkInit",-0.050331,0.9951,0.998638586156112
"amy","OPC.4","addxn.SmkInit",0.1021,8.773e-07,1.8642625e-05
"amy","Oligo.4","addxn.SmkInit",0.068556,0.0012297,0.00739996460176991
"dlpfc","Astro","addxn.SmkCes",0.042928,0.0075083,0.0286458547486034
"dlpfc","Excit.L2.3","addxn.SmkCes",0.039261,0.015236,0.0460465777777778
"dlpfc","Excit.L3.4","addxn.SmkCes",0.040011,0.035749,0.0822731543624161
"dlpfc","Excit.L4.5","addxn.SmkCes",0.027164,0.032556,0.0787832028469751
"dlpfc","Excit.L5","addxn.SmkCes",0.063563,0.0018338,0.00961810687022901
"dlpfc","Excit.L5.6","addxn.SmkCes",0.032731,0.034088,0.0804076712328767
"dlpfc","Excit.L6.broad","addxn.SmkCes",0.026872,0.059753,0.118676851311953
"dlpfc","Excit.ambig","addxn.SmkCes",0.036712,0.012799,0.0406697196261682
"dlpfc","Inhib.1","addxn.SmkCes",-0.069132,0.93379,0.95868734939759
"dlpfc","Inhib.2","addxn.SmkCes",0.027414,0.25596,0.330296774193548
"dlpfc","Inhib.3","addxn.SmkCes",0.013199,0.33862,0.415794223826715
"dlpfc","Inhib.4","addxn.SmkCes",0.011101,0.25194,0.326322285714286
"dlpfc","Inhib.5","addxn.SmkCes",0.011697,0.27201,0.346379775280899
"dlpfc","Inhib.6","addxn.SmkCes",0.032463,0.027565,0.0690625
"dlpfc","Micro","addxn.SmkCes",-0.012955,0.75989,0.801124341085271
"dlpfc","OPC","addxn.SmkCes",0.032362,0.055247,0.112143164179104
"dlpfc","Oligo","addxn.SmkCes",0.060951,0.0017831,0.00961810687022901
"sacc","Astro.1","addxn.SmkCes",0.035195,0.024494,0.0630906060606061
"sacc","Excit.1","addxn.SmkCes",0.024761,0.023216,0.0608404597701149
"sacc","Excit.2","addxn.SmkCes",0.032038,0.0062612,0.0253429523809524
"sacc","Excit.3","addxn.SmkCes",0.034981,0.012254,0.0399670813397129
"sacc","Excit.4","addxn.SmkCes",0.040025,0.011507,0.0388710891089109
"sacc","Inhib.1.1","addxn.SmkCes",0.02162,0.050997,0.105084727272727
"sacc","Inhib.2.1","addxn.SmkCes",0.026156,0.030463,0.0747828158844765
"sacc","Micro.1","addxn.SmkCes",-0.025953,0.93009,0.958274545454545
"sacc","OPC.1","addxn.SmkCes",0.031268,0.05731,0.114958112094395
"sacc","Oligo.1","addxn.SmkCes",0.060006,0.0017192,0.0094881935483871
"hpc","Astro.2","addxn.SmkCes",0.014626,0.16116,0.239276855895196
"hpc","Excit.1.1","addxn.SmkCes",0.063237,0.00018299,0.00170456438356164
"hpc","Excit.2.1","addxn.SmkCes",0.039484,0.0086337,0.0319211428571429
"hpc","Excit.3.1","addxn.SmkCes",0.034191,0.0058332,0.0241864390243902
"hpc","Excit.4.1","addxn.SmkCes",0.040391,0.022493,0.06017203125
"hpc","Excit.5","addxn.SmkCes",0.020208,0.21091,0.287412424849699
"hpc","Inhib.1.2","addxn.SmkCes",0.048013,0.024398,0.0630822813688213
"hpc","Inhib.2.2","addxn.SmkCes",0.038513,0.020896,0.05684256
"hpc","Inhib.3.1","addxn.SmkCes",0.028624,0.039003,0.086391009771987
"hpc","Inhib.4.1","addxn.SmkCes",0.022408,0.14869,0.226702242152466
"hpc","Inhib.5.1","addxn.SmkCes",0.022877,0.1398,0.21601179138322
"hpc","Micro.2","addxn.SmkCes",-0.0074083,0.68559,0.735408201892744
"hpc","OPC.2","addxn.SmkCes",0.026262,0.065517,0.125497352112676
"hpc","Oligo.2","addxn.SmkCes",0.045211,0.0057526,0.0239985766871166
"hpc","Tcell","addxn.SmkCes",-0.042003,0.93613,0.95868734939759
"nac","Astro.3","addxn.SmkCes",0.028272,0.034141,0.0804076712328767
"nac","Inhib.1.3","addxn.SmkCes",-0.013838,0.66112,0.714724324324324
"nac","Inhib.2.3","addxn.SmkCes",0.016114,0.29581,0.372127171903882
"nac","Inhib.3.2","addxn.SmkCes",0.029068,0.03714,0.0836264900662252
"nac","Inhib.4.2","addxn.SmkCes",0.02825,0.045327,0.0975391139240506
"nac","MSN.D1.1","addxn.SmkCes",0.043697,0.077225,0.14308719346049
"nac","MSN.D1.2","addxn.SmkCes",0.060748,0.0038722,0.0172573333333333
"nac","MSN.D1.3","addxn.SmkCes",0.044425,0.026352,0.0671068656716418
"nac","MSN.D1.4","addxn.SmkCes",0.015007,0.16011,0.238238074398249
"nac","MSN.D2.1","addxn.SmkCes",0.021684,0.19212,0.27047950310559
"nac","MSN.D2.2","addxn.SmkCes",0.019232,0.16594,0.244566021505376
"nac","Micro.3","addxn.SmkCes",-0.026288,0.93503,0.95868734939759
"nac","OPC.3","addxn.SmkCes",0.025951,0.088753,0.158404304461942
"nac","Oligo.3","addxn.SmkCes",0.052989,0.0051448,0.0220029182389937
"amy","Astro.4","addxn.SmkCes",0.027998,0.034359,0.0804076712328767
"amy","Excit.1.2","addxn.SmkCes",0.039661,0.0010165,0.00646
"amy","Excit.2.2","addxn.SmkCes",0.024728,0.12901,0.205449180327869
"amy","Excit.3.2","addxn.SmkCes",0.045298,0.0092831,0.0332237263157895
"amy","Inhib.1.4","addxn.SmkCes",0.022146,0.063552,0.123472457142857
"amy","Inhib.2.4","addxn.SmkCes",0.026449,0.05558,0.112483333333333
"amy","Inhib.3.3","addxn.SmkCes",0.017929,0.22467,0.30073937007874
"amy","Inhib.4.3","addxn.SmkCes",0.042847,0.068012,0.129184804469274
"amy","Inhib.5.2","addxn.SmkCes",0.027313,0.063449,0.123472457142857
"amy","Micro.4","addxn.SmkCes",-0.016476,0.84013,0.877555145929339
"amy","OPC.4","addxn.SmkCes",0.031937,0.037927,0.085116699669967
"amy","Oligo.4","addxn.SmkCes",0.051278,0.003538,0.0162556756756757
